"No.","Time","Source","Destination","Protocol","Length","Info"
"4897","483.455022","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","5718","[TCP Retransmission] 80  >  50276 [ACK] Seq=8460792 Ack=1609 Win=63616 Len=5632 TSval=69617983 TSecr=1651245823"
"4898","483.455022","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","2902","[TCP Retransmission] 80  >  50276 [ACK] Seq=8467832 Ack=1609 Win=63616 Len=2816 TSval=69617983 TSecr=1651245823"
"4899","483.455022","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","2902","[TCP Retransmission] 80  >  50276 [ACK] Seq=8470648 Ack=1609 Win=63616 Len=2816 TSval=69617983 TSecr=1651245824"
"4900","483.455041","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","[TCP Dup ACK 4764#39] 50276  >  80 [ACK] Seq=1609 Ack=7794808 Win=1595136 Len=0 TSval=1651245870 TSecr=69617938 SLE=8453752 SRE=8466424 SLE=8436856 SRE=8452344 SLE=8427000 SRE=8435448"
"4901","483.455658","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","5718","[TCP Retransmission] 80  >  50276 [ACK] Seq=8473464 Ack=1609 Win=63616 Len=5632 TSval=69617983 TSecr=1651245824"
"4902","483.455658","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","1494","[TCP Retransmission] 80  >  50276 [ACK] Seq=8480504 Ack=1609 Win=63616 Len=1408 TSval=69617983 TSecr=1651245824"
"4903","483.455658","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","1494","[TCP Retransmission] 80  >  50276 [ACK] Seq=8483320 Ack=1609 Win=63616 Len=1408 TSval=69617983 TSecr=1651245824"
"4904","483.455662","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","[TCP Dup ACK 4764#40] 50276  >  80 [ACK] Seq=1609 Ack=7794808 Win=1595136 Len=0 TSval=1651245871 TSecr=69617938 SLE=8467832 SRE=8479096 SLE=8453752 SRE=8466424 SLE=8436856 SRE=8452344"
"4905","483.456514","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","1494","[TCP Retransmission] 80  >  50276 [ACK] Seq=8484728 Ack=1609 Win=63616 Len=1408 TSval=69617983 TSecr=1651245824"
"4906","483.456515","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","5718","[TCP Retransmission] 80  >  50276 [ACK] Seq=8490360 Ack=1609 Win=63616 Len=5632 TSval=69617983 TSecr=1651245824"
"4907","483.456518","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","[TCP Dup ACK 4764#41] 50276  >  80 [ACK] Seq=1609 Ack=7794808 Win=1595136 Len=0 TSval=1651245871 TSecr=69617938 SLE=8483320 SRE=8486136 SLE=8480504 SRE=8481912 SLE=8467832 SRE=8479096"
"4908","483.456918","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","1494","[TCP Retransmission] 80  >  50276 [ACK] Seq=8495992 Ack=1609 Win=63616 Len=1408 TSval=69617983 TSecr=1651245824"
"4909","483.456918","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","7126","[TCP Retransmission] 80  >  50276 [ACK] Seq=8498808 Ack=1609 Win=63616 Len=7040 TSval=69617983 TSecr=1651245826"
"4910","483.456925","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","[TCP Dup ACK 4764#42] 50276  >  80 [ACK] Seq=1609 Ack=7794808 Win=1595136 Len=0 TSval=1651245872 TSecr=69617938 SLE=8490360 SRE=8497400 SLE=8483320 SRE=8486136 SLE=8480504 SRE=8481912"
"4911","483.458462","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","7126","[TCP Retransmission] 80  >  50276 [ACK] Seq=8505848 Ack=1609 Win=63616 Len=7040 TSval=69617983 TSecr=1651245826"
"4912","483.459051","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","4310","[TCP Retransmission] 80  >  50276 [ACK] Seq=8512888 Ack=1609 Win=63616 Len=4224 TSval=69617983 TSecr=1651245826"
"4913","483.459051","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","4310","[TCP Retransmission] 80  >  50276 [ACK] Seq=8517112 Ack=1609 Win=63616 Len=4224 TSval=69617986 TSecr=1651245827"
"4914","483.459612","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","[TCP Dup ACK 4764#43] 50276  >  80 [ACK] Seq=1609 Ack=7794808 Win=1595136 Len=0 TSval=1651245874 TSecr=69617938 SLE=8498808 SRE=8521336 SLE=8490360 SRE=8497400 SLE=8483320 SRE=8486136"
"4915","483.460213","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","1494","[TCP Retransmission] 80  >  50276 [ACK] Seq=8522744 Ack=1609 Win=63616 Len=1408 TSval=69617986 TSecr=1651245827"
"4916","483.460213","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","4310","[TCP Retransmission] 80  >  50276 [ACK] Seq=8525560 Ack=1609 Win=63616 Len=4224 TSval=69617986 TSecr=1651245827"
"4917","483.460213","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","9942","[TCP Retransmission] 80  >  50276 [ACK] Seq=8529784 Ack=1609 Win=63616 Len=9856 TSval=69617986 TSecr=1651245828"
"4918","483.460224","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","[TCP Dup ACK 4764#44] 50276  >  80 [ACK] Seq=1609 Ack=7794808 Win=1595136 Len=0 TSval=1651245875 TSecr=69617938 SLE=8522744 SRE=8524152 SLE=8498808 SRE=8521336 SLE=8490360 SRE=8497400"
"4919","483.460232","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","4310","[TCP Retransmission] 80  >  50276 [ACK] Seq=8541048 Ack=1609 Win=63616 Len=4224 TSval=69617986 TSecr=1651245828"
"4920","483.460234","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","[TCP Dup ACK 4764#45] 50276  >  80 [ACK] Seq=1609 Ack=7794808 Win=1595136 Len=0 TSval=1651245875 TSecr=69617938 SLE=8525560 SRE=8539640 SLE=8522744 SRE=8524152 SLE=8498808 SRE=8521336"
"4921","483.461275","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","2902","[TCP Retransmission] 80  >  50276 [ACK] Seq=8545272 Ack=1609 Win=63616 Len=2816 TSval=69617986 TSecr=1651245828"
"4922","483.461275","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","2902","[TCP Retransmission] 80  >  50276 [ACK] Seq=8548088 Ack=1609 Win=63616 Len=2816 TSval=69617987 TSecr=1651245829"
"4923","483.461275","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","1494","[TCP Retransmission] 80  >  50276 [ACK] Seq=8556536 Ack=1609 Win=63616 Len=1408 TSval=69617987 TSecr=1651245829"
"4924","483.461286","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","[TCP Dup ACK 4764#46] 50276  >  80 [ACK] Seq=1609 Ack=7794808 Win=1595136 Len=0 TSval=1651245876 TSecr=69617938 SLE=8541048 SRE=8550904 SLE=8525560 SRE=8539640 SLE=8522744 SRE=8524152"
"4925","483.462053","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","4310","[TCP Retransmission] 80  >  50276 [ACK] Seq=8557944 Ack=1609 Win=63616 Len=4224 TSval=69617987 TSecr=1651245829"
"4926","483.462053","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","9942","[TCP Retransmission] 80  >  50276 [ACK] Seq=8563576 Ack=1609 Win=63616 Len=9856 TSval=69617990 TSecr=1651245830"
"4927","483.462056","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","[TCP Dup ACK 4764#47] 50276  >  80 [ACK] Seq=1609 Ack=7794808 Win=1595136 Len=0 TSval=1651245877 TSecr=69617938 SLE=8556536 SRE=8562168 SLE=8541048 SRE=8550904 SLE=8525560 SRE=8539640"
"4928","483.463034","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","2902","[TCP Retransmission] 80  >  50276 [ACK] Seq=8574840 Ack=1609 Win=63616 Len=2816 TSval=69617990 TSecr=1651245831"
"4929","483.463034","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","9942","[TCP Retransmission] 80  >  50276 [ACK] Seq=8579064 Ack=1609 Win=63616 Len=9856 TSval=69617990 TSecr=1651245831"
"4930","483.463039","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","[TCP Dup ACK 4764#48] 50276  >  80 [ACK] Seq=1609 Ack=7794808 Win=1595136 Len=0 TSval=1651245878 TSecr=69617938 SLE=8574840 SRE=8577656 SLE=8563576 SRE=8573432 SLE=8556536 SRE=8562168"
"4931","483.463532","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","4310","[TCP Retransmission] 80  >  50276 [ACK] Seq=8588920 Ack=1609 Win=63616 Len=4224 TSval=69617990 TSecr=1651245831"
"4932","483.463533","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","2902","[TCP Retransmission] 80  >  50276 [ACK] Seq=8593144 Ack=1609 Win=63616 Len=2816 TSval=69617990 TSecr=1651245832"
"4933","483.464419","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","2902","[TCP Retransmission] 80  >  50276 [ACK] Seq=8595960 Ack=1609 Win=63616 Len=2816 TSval=69617990 TSecr=1651245832"
"4934","483.464419","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","4310","[TCP Fast Retransmission] 80  >  50276 [ACK] Seq=7794808 Ack=1609 Win=63616 Len=4224 TSval=69617990 TSecr=1651245832 [TCP segment of a reassembled PDU]"
"4935","483.464420","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","4310","[TCP Retransmission] 80  >  50276 [ACK] Seq=7803256 Ack=1609 Win=63616 Len=4224 TSval=69617990 TSecr=1651245832"
"4936","483.464435","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","50276  >  80 [ACK] Seq=1609 Ack=7803256 Win=1586688 Len=0 TSval=1651245879 TSecr=69617990 SLE=8579064 SRE=8598776 SLE=8574840 SRE=8577656 SLE=8563576 SRE=8573432"
"4937","483.464440","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","50276  >  80 [ACK] Seq=1609 Ack=7807480 Win=1582464 Len=0 TSval=1651245879 TSecr=69617990 SLE=8579064 SRE=8598776 SLE=8574840 SRE=8577656 SLE=8563576 SRE=8573432"
"4938","483.464443","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","1494","[TCP Retransmission] 80  >  50276 [ACK] Seq=7807480 Ack=1609 Win=63616 Len=1408 TSval=69617991 TSecr=1651245833"
"4939","483.464443","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","1494","[TCP Retransmission] 80  >  50276 [ACK] Seq=7810296 Ack=1609 Win=63616 Len=1408 TSval=69617991 TSecr=1651245833"
"4940","483.464447","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","50276  >  80 [ACK] Seq=1609 Ack=7810296 Win=1579648 Len=0 TSval=1651245879 TSecr=69617991 SLE=8579064 SRE=8598776 SLE=8574840 SRE=8577656 SLE=8563576 SRE=8573432"
"4941","483.464449","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","50276  >  80 [ACK] Seq=1609 Ack=7813112 Win=1576832 Len=0 TSval=1651245879 TSecr=69617991 SLE=8579064 SRE=8598776 SLE=8574840 SRE=8577656 SLE=8563576 SRE=8573432"
"4942","483.464964","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","7126","[TCP Retransmission] 80  >  50276 [ACK] Seq=7813112 Ack=1609 Win=63616 Len=7040 TSval=69617991 TSecr=1651245833"
"4943","483.464975","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","50276  >  80 [ACK] Seq=1609 Ack=7820152 Win=1569792 Len=0 TSval=1651245880 TSecr=69617991 SLE=8579064 SRE=8598776 SLE=8574840 SRE=8577656 SLE=8563576 SRE=8573432"
"4944","483.465662","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","5718","[TCP Retransmission] 80  >  50276 [ACK] Seq=7820152 Ack=1609 Win=63616 Len=5632 TSval=69617991 TSecr=1651245833"
"4945","483.465662","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","4310","[TCP Retransmission] 80  >  50276 [ACK] Seq=7830008 Ack=1609 Win=63616 Len=4224 TSval=69617991 TSecr=1651245833"
"4946","483.465668","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","50276  >  80 [ACK] Seq=1609 Ack=7830008 Win=1559936 Len=0 TSval=1651245881 TSecr=69617991 SLE=8579064 SRE=8598776 SLE=8574840 SRE=8577656 SLE=8563576 SRE=8573432"
"4947","483.465671","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","50276  >  80 [ACK] Seq=1609 Ack=7834232 Win=1555712 Len=0 TSval=1651245881 TSecr=69617991 SLE=8579064 SRE=8598776 SLE=8574840 SRE=8577656 SLE=8563576 SRE=8573432"
"4948","483.466204","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","2902","[TCP Retransmission] 80  >  50276 [ACK] Seq=7834232 Ack=1609 Win=63616 Len=2816 TSval=69617991 TSecr=1651245834"
"4949","483.466204","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","1494","[TCP Retransmission] 80  >  50276 [ACK] Seq=7844088 Ack=1609 Win=63616 Len=1408 TSval=69617991 TSecr=1651245834"
"4950","483.466204","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","2902","[TCP Retransmission] 80  >  50276 [ACK] Seq=7846904 Ack=1609 Win=63616 Len=2816 TSval=69617991 TSecr=1651245834"
"4951","483.466222","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","50276  >  80 [ACK] Seq=1609 Ack=7844088 Win=1545856 Len=0 TSval=1651245881 TSecr=69617991 SLE=8579064 SRE=8598776 SLE=8574840 SRE=8577656 SLE=8563576 SRE=8573432"
"4952","483.466233","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","50276  >  80 [ACK] Seq=1609 Ack=7846904 Win=1543040 Len=0 TSval=1651245881 TSecr=69617991 SLE=8579064 SRE=8598776 SLE=8574840 SRE=8577656 SLE=8563576 SRE=8573432"
"4953","483.466236","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","50276  >  80 [ACK] Seq=1609 Ack=7849720 Win=1540224 Len=0 TSval=1651245881 TSecr=69617991 SLE=8579064 SRE=8598776 SLE=8574840 SRE=8577656 SLE=8563576 SRE=8573432"
"4954","483.466790","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","4310","[TCP Retransmission] 80  >  50276 [ACK] Seq=7849720 Ack=1609 Win=63616 Len=4224 TSval=69617991 TSecr=1651245834"
"4955","483.466790","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","4310","[TCP Retransmission] 80  >  50276 [ACK] Seq=7856760 Ack=1609 Win=63616 Len=4224 TSval=69617991 TSecr=1651245834"
"4956","483.466793","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","50276  >  80 [ACK] Seq=1609 Ack=7856760 Win=1533184 Len=0 TSval=1651245882 TSecr=69617991 SLE=8579064 SRE=8598776 SLE=8574840 SRE=8577656 SLE=8563576 SRE=8573432"
"4957","483.466797","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","50276  >  80 [ACK] Seq=1609 Ack=7863800 Win=1526144 Len=0 TSval=1651245882 TSecr=69617991 SLE=8579064 SRE=8598776 SLE=8574840 SRE=8577656 SLE=8563576 SRE=8573432"
"4958","483.467708","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","5718","[TCP Retransmission] 80  >  50276 [ACK] Seq=7865208 Ack=1609 Win=63616 Len=5632 TSval=69617991 TSecr=1651245834"
"4959","483.467726","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","[TCP Dup ACK 4957#1] 50276  >  80 [ACK] Seq=1609 Ack=7863800 Win=1526144 Len=0 TSval=1651245883 TSecr=69617991 SLE=7865208 SRE=7870840 SLE=8579064 SRE=8598776 SLE=8574840 SRE=8577656"
"4960","483.468289","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","1494","[TCP Retransmission] 80  >  50276 [ACK] Seq=7887736 Ack=1609 Win=63616 Len=1408 TSval=69617994 TSecr=1651245835"
"4961","483.468289","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","2902","[TCP Retransmission] 80  >  50276 [ACK] Seq=8600184 Ack=1609 Win=63616 Len=2816 TSval=69617994 TSecr=1651245835"
"4962","483.468289","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","1494","[TCP Retransmission] 80  >  50276 [ACK] Seq=8604408 Ack=1609 Win=63616 Len=1408 TSval=69617994 TSecr=1651245835"
"4963","483.468289","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","1494","[TCP Retransmission] 80  >  50276 [ACK] Seq=8610040 Ack=1609 Win=63616 Len=1408 TSval=69617994 TSecr=1651245835"
"4964","483.468289","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","1494","[TCP Retransmission] 80  >  50276 [ACK] Seq=8619896 Ack=1609 Win=63616 Len=1408 TSval=69617994 TSecr=1651245835"
"4965","483.468293","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","[TCP Dup ACK 4957#2] 50276  >  80 [ACK] Seq=1609 Ack=7863800 Win=1526144 Len=0 TSval=1651245883 TSecr=69617991 SLE=7887736 SRE=7889144 SLE=7865208 SRE=7870840 SLE=8579064 SRE=8598776"
"4966","483.468299","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","[TCP Dup ACK 4957#3] 50276  >  80 [ACK] Seq=1609 Ack=7863800 Win=1526144 Len=0 TSval=1651245883 TSecr=69617991 SLE=8600184 SRE=8603000 SLE=7887736 SRE=7889144 SLE=7865208 SRE=7870840"
"4967","483.468303","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","[TCP Dup ACK 4957#4] 50276  >  80 [ACK] Seq=1609 Ack=7863800 Win=1526144 Len=0 TSval=1651245883 TSecr=69617991 SLE=8610040 SRE=8611448 SLE=8604408 SRE=8605816 SLE=8600184 SRE=8603000"
"4968","483.469034","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","2902","[TCP Retransmission] 80  >  50276 [ACK] Seq=8621304 Ack=1609 Win=63616 Len=2816 TSval=69617994 TSecr=1651245835"
"4969","483.469034","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","1494","[TCP Retransmission] 80  >  50276 [ACK] Seq=8626936 Ack=1609 Win=63616 Len=1408 TSval=69617994 TSecr=1651245835"
"4970","483.469034","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","1494","[TCP Retransmission] 80  >  50276 [ACK] Seq=8629752 Ack=1609 Win=63616 Len=1408 TSval=69617994 TSecr=1651245835"
"4971","483.469034","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","1494","[TCP Retransmission] 80  >  50276 [ACK] Seq=7918712 Ack=1609 Win=63616 Len=1408 TSval=69617994 TSecr=1651245836"
"4972","483.469034","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","2902","[TCP Retransmission] 80  >  50276 [ACK] Seq=8631160 Ack=1609 Win=63616 Len=2816 TSval=69617994 TSecr=1651245836"
"4973","483.469052","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","[TCP Dup ACK 4957#5] 50276  >  80 [ACK] Seq=1609 Ack=7863800 Win=1526144 Len=0 TSval=1651245884 TSecr=69617991 SLE=8619896 SRE=8624120 SLE=8610040 SRE=8611448 SLE=8604408 SRE=8605816"
"4974","483.469072","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","[TCP Dup ACK 4957#6] 50276  >  80 [ACK] Seq=1609 Ack=7863800 Win=1526144 Len=0 TSval=1651245884 TSecr=69617991 SLE=8629752 SRE=8631160 SLE=8626936 SRE=8628344 SLE=8619896 SRE=8624120"
"4975","483.469972","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","2902","[TCP Retransmission] 80  >  50276 [ACK] Seq=8641016 Ack=1609 Win=63616 Len=2816 TSval=69617994 TSecr=1651245836"
"4976","483.469972","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","1494","[TCP Retransmission] 80  >  50276 [ACK] Seq=8643832 Ack=1609 Win=63616 Len=1408 TSval=69617994 TSecr=1651245837"
"4977","483.469972","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","4310","[TCP Retransmission] 80  >  50276 [ACK] Seq=8648056 Ack=1609 Win=63616 Len=4224 TSval=69617994 TSecr=1651245837"
"4978","483.469983","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","[TCP Dup ACK 4957#7] 50276  >  80 [ACK] Seq=1609 Ack=7863800 Win=1526144 Len=0 TSval=1651245885 TSecr=69617991 SLE=8629752 SRE=8633976 SLE=7918712 SRE=7920120 SLE=8626936 SRE=8628344"
"4979","483.469994","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","[TCP Dup ACK 4957#8] 50276  >  80 [ACK] Seq=1609 Ack=7863800 Win=1526144 Len=0 TSval=1651245885 TSecr=69617991 SLE=8641016 SRE=8645240 SLE=8629752 SRE=8633976 SLE=7918712 SRE=7920120"
"4980","483.471165","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","5718","[TCP Retransmission] 80  >  50276 [ACK] Seq=8662136 Ack=1609 Win=63616 Len=5632 TSval=69617994 TSecr=1651245837"
"4981","483.471165","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","1494","[TCP Retransmission] 80  >  50276 [ACK] Seq=8679032 Ack=1609 Win=63616 Len=1408 TSval=69617995 TSecr=1651245837"
"4982","483.471165","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","1494","[TCP Retransmission] 80  >  50276 [ACK] Seq=9115512 Ack=1609 Win=63616 Len=1408 TSval=69617995 TSecr=1651245837"
"4983","483.471177","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","[TCP Dup ACK 4957#9] 50276  >  80 [ACK] Seq=1609 Ack=7863800 Win=1526144 Len=0 TSval=1651245886 TSecr=69617991 SLE=8662136 SRE=8667768 SLE=8648056 SRE=8652280 SLE=8641016 SRE=8645240"
"4984","483.472200","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","4310","[TCP Retransmission] 80  >  50276 [ACK] Seq=9118328 Ack=1609 Win=63616 Len=4224 TSval=69617995 TSecr=1651245837"
"4985","483.472200","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","2902","[TCP Retransmission] 80  >  50276 [ACK] Seq=9125368 Ack=1609 Win=63616 Len=2816 TSval=69617995 TSecr=1651245837"
"4986","483.472200","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","1494","[TCP Retransmission] 80  >  50276 [ACK] Seq=9129592 Ack=1609 Win=63616 Len=1408 TSval=69617995 TSecr=1651245837"
"4987","483.472200","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","2902","[TCP Retransmission] 80  >  50276 [ACK] Seq=9138040 Ack=1609 Win=63616 Len=2816 TSval=69617995 TSecr=1651245837"
"4988","483.472215","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","[TCP Dup ACK 4957#10] 50276  >  80 [ACK] Seq=1609 Ack=7863800 Win=1526144 Len=0 TSval=1651245887 TSecr=69617991 SLE=9115512 SRE=9116920 SLE=8679032 SRE=8680440 SLE=8662136 SRE=8667768"
"4989","483.472228","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2803:c0c0:0:160::32","TCP","114","[TCP Dup ACK 4957#11] 50276  >  80 [ACK] Seq=1609 Ack=7863800 Win=1526144 Len=0 TSval=1651245887 TSecr=69617991 SLE=9125368 SRE=9128184 SLE=9118328 SRE=9122552 SLE=9115512 SRE=9116920"
"4990","483.473107","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","1494","[TCP Retransmission] 80  >  50276 [ACK] Seq=9142264 Ack=1609 Win=63616 Len=1408 TSval=69617995 TSecr=1651245837"
"4991","483.473107","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","2902","[TCP Retransmission] 80  >  50276 [ACK] Seq=9145080 Ack=1609 Win=63616 Len=2816 TSval=69617995 TSecr=1651245837"
"4992","483.473107","2803:c0c0:0:160::32","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TCP","1494","[TCP Retransmission] 80  >  50276 [ACK] Seq=9153528 Ack=1609 Win=63616 Len=1408 TSval=69617995 TSecr=1651245837"
